Query;Precision;Recall;F1
1.0;3.6523929471032743;85.29411764705883;7.004830917874395
2.0;1.02880658436214;71.42857142857143;2.028397565922921
3.0;4.464285714285714;93.02325581395348;8.519701810436636
4.0;4.3478260869565215;88.88888888888889;8.290155440414509
5.0;29.166666666666668;32.06106870229007;30.545454545454547
6.0;2.67314702308627;91.66666666666666;5.194805194805195
7.0;2.6490066225165565;85.71428571428571;5.139186295503212
8.0;2.2887323943661975;59.09090909090909;4.40677966101695
9.0;1.9522776572668112;90.0;3.8216560509554145
10.0;2.853437094682231;88.0;5.527638190954773
11.0;7.555555555555555;77.27272727272727;13.765182186234817
12.0;0.6920415224913495;85.71428571428571;1.3729977116704806
13.0;2.625;87.5;5.097087378640777
14.0;5.414746543778802;85.45454545454545;10.184182015167929
15.0;32.53012048192771;25.961538461538463;28.87700534759358
16.0;19.848771266540645;58.333333333333336;29.619181946403383
17.0;4.98220640569395;76.36363636363637;9.35412026726058
18.0;2.680965147453083;95.23809523809523;5.215123859191656
19.0;2.603550295857988;100.0;5.074971164936563
20.0;4.767580452920143;86.95652173913044;9.03954802259887
21.0;2.064516129032258;64.0;4.0
22.0;19.444444444444446;30.0;23.59550561797753
23.0;4.137931034482759;51.42857142857142;7.659574468085106
24.0;3.064066852367688;70.96774193548387;5.874499332443257
25.0;8.108108108108109;70.58823529411765;14.545454545454547
26.0;24.137931034482758;42.42424242424242;30.76923076923077
27.0;2.564102564102564;63.63636363636363;4.929577464788732
28.0;17.045454545454543;29.411764705882355;21.58273381294964
29.0;10.185185185185185;25.0;14.473684210526313
30.0;2.1505376344086025;70.58823529411765;4.173913043478262
31.0;3.670886075949367;50.0;6.839622641509435
32.0;2.7522935779816518;70.0;5.296343001261034
33.0;13.294797687861271;80.7017543859649;22.8287841191067
34.0;7.74818401937046;82.05128205128204;14.15929203539823
35.0;1.3755158184319118;71.42857142857143;2.6990553306342777
36.0;1.0126582278481013;88.88888888888889;2.002503128911139
37.0;16.450216450216452;77.55102040816327;27.142857142857146
38.0;12.121212121212121;7.547169811320755;9.30232558139535
39.0;20.40302267002519;50.0;28.980322003577818
40.0;14.30817610062893;62.328767123287676;23.273657289002557
41.0;1.4874141876430207;86.66666666666667;2.924634420697413
42.0;4.298356510745891;72.3404255319149;8.114558472553698
43.0;24.497991967871485;62.244897959183675;35.158501440922194
44.0;14.698492462311558;83.57142857142857;25.0
45.0;2.392947103274559;95.0;4.668304668304668
46.0;1.7521902377972465;77.77777777777779;3.4271725826193387
47.0;5.9196617336152215;93.33333333333333;11.133200795228628
48.0;2.86697247706422;83.33333333333334;5.543237250554324
49.0;3.695150115473441;88.88888888888889;7.095343680709535
50.0;2.66497461928934;84.0;5.166051660516605
51.0;20.200181983621473;92.11618257261411;33.134328358208954
52.0;0.2691790040376851;100.0;0.5369127516778524
53.0;3.1207598371777476;100.0;6.052631578947368
54.0;6.614349775784753;95.16129032258065;12.368972746331238
55.0;2.5991792065663475;79.16666666666666;5.033112582781456
56.0;3.717948717948718;90.625;7.142857142857142
57.0;6.864064602960969;100.0;12.846347607052897
58.0;11.16751269035533;92.63157894736842;19.93204983012458
59.0;14.496314496314497;81.37931034482759;24.608967674661105
60.0;7.755102040816326;55.88235294117647;13.620071684587812
61.0;6.415094339622642;72.85714285714285;11.791907514450868
62.0;13.528138528138529;86.80555555555556;23.40823970037453
63.0;3.3783783783783785;64.1025641025641;6.418485237483955
64.0;5.076741440377805;86.0;9.587513935340024
65.0;9.975062344139651;85.1063829787234;17.857142857142858
66.0;6.087936865839909;85.71428571428571;11.368421052631577
67.0;1.7241379310344827;92.85714285714286;3.3854166666666665
68.0;4.755434782608696;77.77777777777779;8.962868117797697
69.0;1.5256588072122053;73.33333333333333;2.989130434782609
70.0;2.122015915119363;94.11764705882352;4.150453955901426
71.0;0.6451612903225806;100.0;1.2820512820512822
72.0;1.5727391874180863;92.3076923076923;3.092783505154639
73.0;2.0604395604395602;83.33333333333334;4.021447721179624
74.0;0.6105006105006106;71.42857142857143;1.2106537530266346
75.0;2.506265664160401;95.23809523809523;4.884004884004884
76.0;1.3681592039800996;64.70588235294117;2.6796589524969545
77.0;6.544502617801047;60.97560975609756;11.820330969267138
78.0;8.454106280193237;90.9090909090909;15.469613259668508
79.0;4.871794871794872;88.37209302325581;9.234507897934389
80.0;7.166123778501629;64.70588235294117;12.903225806451612
81.0;2.898550724637681;78.57142857142857;5.5908513341804325
82.0;5.8759521218716;87.09677419354838;11.009174311926607
83.0;3.5555555555555554;100.0;6.866952789699571
84.0;2.071823204419889;93.75;4.0540540540540535
85.0;3.2133676092544987;80.64516129032258;6.1804697156983925
86.0;5.0438596491228065;97.87234042553192;9.593326381647548
87.0;3.982300884955752;94.73684210526315;7.643312101910828
88.0;1.441241685144124;92.85714285714286;2.838427947598253
89.0;2.193548387096774;100.0;4.292929292929292
90.0;3.263707571801567;89.28571428571429;6.297229219143577
91.0;29.044117647058826;51.973684210526315;37.26415094339623
92.0;11.904761904761903;71.42857142857143;20.40816326530612
94.0;30.508474576271187;41.86046511627907;35.29411764705882
95.0;0.7017543859649122;66.66666666666666;1.3888888888888886
96.0;0.9708737864077669;75.0;1.9169329073482428
97.0;1.3237063778580023;100.0;2.6128266033254155
98.0;2.5806451612903225;53.333333333333336;4.923076923076923
99.0;0.6802721088435374;100.0;1.3513513513513513
100.0;1.2919896640826873;90.9090909090909;2.547770700636943
