Query;Precision;Recall;F1
1.0;41.935483870967744;38.23529411764706;4000.0
2.0;0.0;0.0;0.0
3.0;4.0201005025125625;37.2093023255814;725.6235827664398
4.0;16.666666666666664;33.33333333333333;2222.222222222222
5.0;0.0;0.0;0.0
6.0;5.263157894736842;66.66666666666666;975.609756097561
7.0;3.015075376884422;42.857142857142854;563.3802816901408
8.0;2.2556390977443606;40.909090909090914;427.5534441805225
9.0;9.63855421686747;80.0;1720.4301075268816
10.0;14.85148514851485;60.0;2380.9523809523807
11.0;21.518987341772153;77.27272727272727;3366.336633663366
12.0;1.9607843137254901;71.42857142857143;381.6793893129771
13.0;0.0;0.0;0.0
14.0;8.333333333333332;23.636363636363637;1232.2274881516587
15.0;0.0;0.0;0.0
16.0;21.243523316062177;22.77777777777778;2198.3914209115283
17.0;12.903225806451612;36.36363636363637;1904.761904761905
18.0;32.608695652173914;71.42857142857143;4477.611940298508
19.0;0.0;0.0;0.0
20.0;9.207161125319693;78.26086956521739;1647.5972540045764
21.0;11.504424778761061;52.0;1884.0579710144925
22.0;100.0;2.857142857142857;555.5555555555555
23.0;1.8181818181818181;14.285714285714285;322.58064516129036
24.0;0.0;0.0;0.0
25.0;22.388059701492537;29.411764705882355;2542.3728813559323
26.0;0.0;0.0;0.0
27.0;0.0;0.0;0.0
28.0;38.88888888888889;27.450980392156865;3218.3908045977014
29.0;13.223140495867769;36.36363636363637;1939.3939393939395
30.0;1.5923566878980893;29.411764705882355;302.11480362537765
31.0;12.643678160919542;18.96551724137931;1517.241379310345
32.0;0.0;0.0;0.0
33.0;26.506024096385545;77.19298245614034;3946.188340807175
34.0;9.55223880597015;82.05128205128204;1711.2299465240642
35.0;1.238390092879257;85.71428571428571;244.15055951169887
36.0;5.0359712230215825;77.77777777777779;945.9459459459459
37.0;72.3404255319149;34.69387755102041;4689.6551724137935
38.0;0.0;0.0;0.0
39.0;0.0;0.0;0.0
40.0;17.839195979899497;48.63013698630137;2610.294117647059
41.0;2.358490566037736;66.66666666666666;455.5808656036447
42.0;10.256410256410255;25.53191489361702;1463.4146341463415
43.0;32.743362831858406;37.755102040816325;3507.109004739337
44.0;11.76470588235294;1.4285714285714286;254.7770700636943
45.0;63.63636363636363;35.0;4516.129032258064
46.0;0.0;0.0;0.0
47.0;7.142857142857142;58.333333333333336;1272.7272727272725
48.0;3.4934497816593884;53.333333333333336;655.7377049180328
49.0;4.477611940298507;50.0;821.917808219178
50.0;58.333333333333336;28.000000000000004;3783.7837837837847
51.0;21.379310344827587;77.17842323651453;3348.3348334833486
52.0;1.4285714285714286;50.0;277.77777777777777
53.0;41.935483870967744;56.52173913043478;4814.814814814815
54.0;13.333333333333334;38.70967741935484;1983.4710743801652
55.0;0.0;0.0;0.0
56.0;3.125;6.25;416.6666666666667
57.0;25.925925925925924;68.62745098039215;3763.440860215054
58.0;0.0;0.0;0.0
59.0;14.545454545454545;27.586206896551722;1904.7619047619044
60.0;0.0;0.0;0.0
61.0;14.948453608247423;41.42857142857143;2196.969696969697
62.0;32.846715328467155;31.25;3202.8469750889685
63.0;0.0;0.0;0.0
64.0;8.951406649616368;70.0;1587.3015873015872
65.0;26.923076923076923;44.680851063829785;3359.9999999999995
66.0;16.78832116788321;36.507936507936506;2300.0
67.0;0.0;0.0;0.0
68.0;0.0;0.0;0.0
69.0;8.333333333333332;53.333333333333336;1441.4414414414412
70.0;3.9735099337748347;35.294117647058826;714.2857142857144
71.0;0.4796163069544364;66.66666666666666;95.23809523809523
72.0;5.9459459459459465;84.61538461538461;1111.111111111111
73.0;12.5;38.88888888888889;1891.8918918918919
74.0;0.0;0.0;0.0
75.0;6.5;61.904761904761905;1176.4705882352944
76.0;1.1952191235059761;17.647058823529413;223.8805970149254
77.0;0.0;0.0;0.0
78.0;20.33898305084746;46.75324675324675;2834.6456692913384
79.0;10.576923076923077;51.162790697674424;1752.9880478087648
80.0;2.73972602739726;5.88235294117647;373.83177570093454
81.0;7.28476821192053;39.285714285714285;1229.050279329609
82.0;11.146496815286625;56.451612903225815;1861.7021276595747
83.0;7.766990291262135;50.0;1344.5378151260504
84.0;7.43801652892562;56.25;1313.8686131386862
85.0;3.474903474903475;29.03225806451613;620.6896551724138
86.0;11.76470588235294;63.829787234042556;1986.754966887417
87.0;8.5;44.73684210526316;1428.5714285714284
88.0;2.9702970297029703;42.857142857142854;555.5555555555557
89.0;17.105263157894736;76.47058823529412;2795.6989247311826
90.0;27.380952380952383;82.14285714285714;4107.142857142857
91.0;23.357664233576642;10.526315789473683;1451.2471655328798
92.0;0.0;0.0;0.0
94.0;0.0;0.0;0.0
95.0;0.7614213197969544;33.33333333333333;148.88337468982633
96.0;66.66666666666666;16.666666666666664;2666.666666666667
97.0;5.333333333333334;72.72727272727273;993.7888198757765
98.0;1.509433962264151;26.666666666666668;285.7142857142858
99.0;0.0;0.0;0.0
100.0;0.6622516556291391;9.090909090909092;123.45679012345678
